datetime,open,high,low,close,volume
2024-03-29 16:20:00+00:00,1.07995,1.08022,1.07993,1.08009,268.0
2024-03-29 16:25:00+00:00,1.08009,1.08028,1.07976,1.07982,275.0
2024-03-29 16:30:00+00:00,1.07982,1.07987,1.07942,1.07955,214.0
2024-03-29 16:35:00+00:00,1.07956,1.07965,1.07942,1.07945,137.0
2024-03-29 16:40:00+00:00,1.07946,1.0795,1.07938,1.07947,92.0
2024-03-29 16:45:00+00:00,1.07947,1.07975,1.07945,1.07969,71.0
2024-03-29 16:50:00+00:00,1.07969,1.07983,1.07965,1.07983,74.0
2024-03-29 16:55:00+00:00,1.07983,1.07983,1.07975,1.07982,49.0
2024-03-29 17:00:00+00:00,1.07982,1.0799,1.07958,1.07987,296.0
2024-03-29 17:05:00+00:00,1.07987,1.07987,1.0796000000000001,1.07962,149.0
2024-03-29 17:10:00+00:00,1.07966,1.0798,1.07966,1.07976,135.0
2024-03-29 17:15:00+00:00,1.07975,1.07975,1.07962,1.0796999999999999,94.0
2024-03-29 17:20:00+00:00,1.0796999999999999,1.07971,1.07965,1.0796999999999999,54.0
2024-03-29 17:25:00+00:00,1.0796999999999999,1.07972,1.07957,1.07958,110.0
2024-03-29 17:30:00+00:00,1.07958,1.07962,1.07955,1.0796000000000001,34.0
2024-03-29 17:35:00+00:00,1.0796000000000001,1.0796000000000001,1.0795,1.07955,70.0
2024-03-29 17:40:00+00:00,1.07955,1.07961,1.07951,1.07959,60.0
2024-03-29 17:45:00+00:00,1.07959,1.07969,1.07939,1.07948,142.0
2024-03-29 17:50:00+00:00,1.07948,1.07959,1.07942,1.07951,102.0
2024-03-29 17:55:00+00:00,1.07951,1.07961,1.07946,1.07949,152.0
2024-03-29 18:00:00+00:00,1.07948,1.07948,1.07879,1.07912,219.0
2024-03-29 18:05:00+00:00,1.07912,1.07939,1.07911,1.07929,131.0
2024-03-29 18:10:00+00:00,1.07929,1.07932,1.07881,1.07885,88.0
2024-03-29 18:15:00+00:00,1.07883,1.07907,1.0788,1.07907,193.0
2024-03-29 18:20:00+00:00,1.07908,1.07912,1.07901,1.07905,87.0
2024-03-29 18:25:00+00:00,1.07906,1.07917,1.07896,1.07904,209.0
2024-03-29 18:30:00+00:00,1.07904,1.07908,1.07892,1.07896,174.0
2024-03-29 18:35:00+00:00,1.07895,1.07904,1.07895,1.07903,95.0
2024-03-29 18:40:00+00:00,1.07904,1.07907,1.07895,1.07898,220.0
2024-03-29 18:45:00+00:00,1.07898,1.07901,1.07881,1.07881,185.0
2024-03-29 18:50:00+00:00,1.07881,1.07896,1.07879,1.07888,386.0
2024-03-29 18:55:00+00:00,1.07888,1.07918,1.07884,1.07918,393.0
2024-03-29 19:00:00+00:00,1.07918,1.07929,1.07893,1.079,129.0
2024-03-29 19:05:00+00:00,1.079,1.07903,1.0789,1.07892,41.0
2024-03-29 19:10:00+00:00,1.07892,1.07895,1.07883,1.07884,32.0
2024-03-29 19:15:00+00:00,1.07884,1.07894,1.07879,1.07883,37.0
2024-03-29 19:20:00+00:00,1.07883,1.07884,1.07879,1.07883,16.0
2024-03-29 19:25:00+00:00,1.07883,1.07885,1.07876,1.07883,30.0
2024-03-29 19:30:00+00:00,1.07883,1.07884,1.07874,1.07879,60.0
2024-03-29 19:35:00+00:00,1.07879,1.07884,1.07875,1.07877,110.0
2024-03-29 19:40:00+00:00,1.07877,1.07884,1.07865,1.07865,65.0
2024-03-29 19:45:00+00:00,1.07865,1.07877,1.07865,1.0787,118.0
2024-03-29 19:50:00+00:00,1.0787,1.07879,1.07865,1.07878,142.0
2024-03-29 19:55:00+00:00,1.07876,1.07878,1.0787,1.07877,70.0
2024-03-29 20:00:00+00:00,1.07875,1.07879,1.07871,1.07874,53.0
2024-03-29 20:05:00+00:00,1.07875,1.07891,1.07873,1.07891,158.0
2024-03-29 20:10:00+00:00,1.07891,1.07893,1.07872,1.07875,136.0
