datetime,open,high,low,close,volume
2023-01-02 00:00:00+00:00,1.0700910091400146,1.0711225271224976,1.0698620080947876,1.0708931684494019,0.0
2023-01-02 01:00:00+00:00,1.0710078477859497,1.071237325668335,1.0700910091400146,1.0706638097763062,0.0
2023-01-02 02:00:00+00:00,1.0704345703125,1.0704345703125,1.06963312625885,1.0704345703125,0.0
2023-01-02 03:00:00+00:00,1.0705492496490479,1.0708931684494019,1.0700910091400146,1.0708931684494019,0.0
2023-01-02 04:00:00+00:00,1.070778489112854,1.0711225271224976,1.0698620080947876,1.0700910091400146,0.0
2023-01-02 05:00:00+00:00,1.0697474479675293,1.0699764490127563,1.0691757202148438,1.069290041923523,0.0
2023-01-02 06:00:00+00:00,1.0694043636322021,1.0702054500579834,1.0686043500900269,1.0687185525894165,0.0
2023-01-02 07:00:00+00:00,1.0684902667999268,1.0694043636322021,1.066894292831421,1.0681477785110474,0.0
2023-01-02 08:00:00+00:00,1.0686043500900269,1.069290041923523,1.0673497915267944,1.068261981010437,0.0
2023-01-02 09:00:00+00:00,1.0681477785110474,1.0698620080947876,1.0680338144302368,1.0681477785110474,0.0
2023-01-02 10:00:00+00:00,1.0681477785110474,1.0691757202148438,1.0678056478500366,1.068376064300537,0.0
2023-01-02 11:00:00+00:00,1.0688328742980957,1.0689470767974854,1.068376064300537,1.0688328742980957,0.0
2023-01-02 12:00:00+00:00,1.0688328742980957,1.0690613985061646,1.068376064300537,1.068376064300537,0.0
2023-01-02 13:00:00+00:00,1.0684902667999268,1.0688328742980957,1.068261981010437,1.068261981010437,0.0
2023-01-02 14:00:00+00:00,1.068261981010437,1.0684902667999268,1.067463755607605,1.067463755607605,0.0
2023-01-02 15:00:00+00:00,1.0675777196884155,1.0678056478500366,1.0663254261016846,1.0663254261016846,0.0
2023-01-02 16:00:00+00:00,1.0665528774261475,1.067121982574463,1.0654165744781494,1.065757155418396,0.0
2023-01-02 17:00:00+00:00,1.065757155418396,1.0666667222976685,1.065757155418396,1.0666667222976685,0.0
2023-01-02 18:00:00+00:00,1.0663254261016846,1.066439151763916,1.0654165744781494,1.0656436681747437,0.0
2023-01-02 19:00:00+00:00,1.0655300617218018,1.0660980939865112,1.0654165744781494,1.0660980939865112,0.0
2023-01-02 20:00:00+00:00,1.0659844875335693,1.0672358274459839,1.065870761871338,1.0662117004394531,0.0
2023-01-02 21:00:00+00:00,1.067121982574463,1.0673497915267944,1.0663254261016846,1.0667804479599,0.0
2023-01-02 22:00:00+00:00,1.0665528774261475,1.067121982574463,1.0665528774261475,1.066894292831421,0.0
2023-01-02 23:00:00+00:00,1.0676915645599365,1.0686043500900269,1.0655300617218018,1.0680338144302368,0.0
2023-01-03 00:00:00+00:00,1.0676915645599365,1.068376064300537,1.067008137702942,1.067463755607605,0.0
2023-01-03 01:00:00+00:00,1.0673497915267944,1.0675777196884155,1.065303087234497,1.0660980939865112,0.0
2023-01-03 02:00:00+00:00,1.0662117004394531,1.068261981010437,1.0662117004394531,1.0680338144302368,0.0
2023-01-03 03:00:00+00:00,1.0680338144302368,1.068261981010437,1.0673497915267944,1.067463755607605,0.0
2023-01-03 04:00:00+00:00,1.0675777196884155,1.0686043500900269,1.067121982574463,1.067121982574463,0.0
2023-01-03 05:00:00+00:00,1.067008137702942,1.0678056478500366,1.0662117004394531,1.0665528774261475,0.0
2023-01-03 06:00:00+00:00,1.0666667222976685,1.0672358274459839,1.0655300617218018,1.065870761871338,0.0
2023-01-03 07:00:00+00:00,1.065757155418396,1.0662117004394531,1.0623606443405151,1.0624734163284302,0.0
2023-01-03 08:00:00+00:00,1.0628122091293335,1.0630381107330322,1.0554089546203613,1.0558546781539917,0.0
2023-01-03 09:00:00+00:00,1.05507493019104,1.0561892986297607,1.053851842880249,1.0548522472381592,0.0
2023-01-03 10:00:00+00:00,1.0551862716674805,1.0557432174682617,1.0530749559402466,1.0532968044281006,0.0
2023-01-03 11:00:00+00:00,1.0532968044281006,1.0539628267288208,1.0522992610931396,1.0530749559402466,0.0
2023-01-03 12:00:00+00:00,1.0531858205795288,1.05507493019104,1.0527424812316895,1.0544073581695557,0.0
2023-01-03 13:00:00+00:00,1.0539628267288208,1.0569707155227661,1.0534077882766724,1.0561892986297607,0.0
2023-01-03 14:00:00+00:00,1.0561892986297607,1.05988347530365,1.0558546781539917,1.0578652620315552,0.0
2023-01-03 15:00:00+00:00,1.0579770803451538,1.0583131313323975,1.0558546781539917,1.0558546781539917,0.0
