datetime,open,high,low,close,volume
2024-05-13 21:15:00+00:00,1.07904,1.0791,1.07903,1.07906,125.0
2024-05-13 21:20:00+00:00,1.07906,1.07907,1.07898,1.07898,91.0
2024-05-13 21:25:00+00:00,1.07898,1.07911,1.07895,1.07902,137.0
2024-05-13 21:30:00+00:00,1.07902,1.07919,1.0789900000000001,1.07918,132.0
2024-05-13 21:35:00+00:00,1.07918,1.07935,1.07918,1.07935,106.0
2024-05-13 21:40:00+00:00,1.07935,1.07936,1.07923,1.07924,77.0
2024-05-13 21:45:00+00:00,1.07924,1.07924,1.0791,1.0791,71.0
2024-05-13 21:50:00+00:00,1.0791,1.07918,1.07898,1.07898,77.0
2024-05-13 21:55:00+00:00,1.07898,1.07902,1.07893,1.07898,120.0
2024-05-13 22:00:00+00:00,1.07897,1.079,1.07875,1.07877,131.0
2024-05-13 22:05:00+00:00,1.07877,1.07881,1.0787,1.07878,112.0
2024-05-13 22:10:00+00:00,1.07878,1.07879,1.07871,1.07874,85.0
2024-05-13 22:15:00+00:00,1.07874,1.07883,1.07872,1.0788,71.0
2024-05-13 22:20:00+00:00,1.0788,1.07881,1.07868,1.07869,73.0
2024-05-13 22:25:00+00:00,1.07869,1.07876,1.07869,1.07874,90.0
2024-05-13 22:30:00+00:00,1.07874,1.07878,1.07867,1.07878,78.0
2024-05-13 22:35:00+00:00,1.07878,1.07879,1.07873,1.07874,84.0
2024-05-13 22:40:00+00:00,1.07874,1.07882,1.0787,1.07873,84.0
2024-05-13 22:45:00+00:00,1.07873,1.07874,1.07867,1.0787,63.0
2024-05-13 22:50:00+00:00,1.0787,1.07876,1.07868,1.07874,55.0
2024-05-13 22:55:00+00:00,1.07874,1.07889,1.07873,1.07889,69.0
2024-05-13 23:00:00+00:00,1.07889,1.07891,1.07882,1.07885,74.0
2024-05-13 23:05:00+00:00,1.07885,1.07885,1.07883,1.07884,38.0
2024-05-13 23:10:00+00:00,1.07884,1.07888,1.07884,1.07888,17.0
2024-05-13 23:15:00+00:00,1.07888,1.07896,1.07887,1.07894,67.0
2024-05-13 23:20:00+00:00,1.07894,1.07897,1.07893,1.07894,29.0
